date,TWTR
2017-02-23,-0.0031090000000000002
2017-02-24,-0.0031190000000000002
2017-02-27,0.005006
2017-02-28,-0.018057
2017-03-01,0.001268
2017-03-02,0.0
2017-03-03,-0.002533
2017-03-06,-0.012062999999999999
2017-03-07,-0.024422000000000003
2017-03-08,0.003953
2017-03-09,-0.001312
2017-03-10,-0.00657
2017-03-13,0.005952
2017-03-14,0.007232
2017-03-15,-0.01893
2017-03-16,0.010645
2017-03-17,-0.007241999999999999
2017-03-20,0.000663
2017-03-21,-0.036448
2017-03-22,0.030261
2017-03-23,-0.003338
2017-03-24,0.014066
2017-03-27,-0.009908
2017-03-28,-0.003336
2017-03-29,0.006693
2017-03-30,-0.007979
2017-03-31,0.002011
2017-04-03,-0.007358
2017-04-04,-0.010107999999999999
2017-04-05,-0.010891999999999999
2017-04-06,-0.009635
2017-04-07,-0.0069489999999999994
2017-04-10,0.004899
2017-04-11,-0.0034820000000000003
2017-04-12,0.007687
2017-04-13,-0.008322000000000001
2017-04-17,0.006993
2017-04-18,0.002778
2017-04-19,0.006925
2017-04-20,0.007565
2017-04-21,-0.0013650000000000001
2017-04-24,0.005468
2017-04-25,-0.0033989999999999997
2017-04-26,0.079127
2017-04-27,0.049936999999999995
2017-04-28,-0.007826999999999999
2017-05-01,0.06432
2017-05-02,0.039909
2017-05-03,0.018092
2017-05-04,-0.004847000000000001
2017-05-05,0.011364
2017-05-08,-0.020332
2017-05-09,0.003277
2017-05-10,0.009254
2017-05-11,-0.008091000000000001
2017-05-12,0.011963
2017-05-15,0.033315000000000004
2017-05-16,0.013521
2017-05-17,-0.062083000000000006
2017-05-18,0.012582
2017-05-19,-0.008643999999999999
2017-05-22,0.00436
2017-05-23,-0.015193000000000002
2017-05-24,-0.009366
2017-05-25,-0.001669
2017-05-26,0.015599
2017-05-30,0.010971
2017-05-31,-0.0059689999999999995
2017-06-01,0.011463000000000001
2017-06-02,-0.011873
2017-06-05,-0.0043690000000000005
2017-06-06,-0.036204
2017-06-07,-0.007399
2017-06-08,0.008601
2017-06-09,-0.039227
2017-06-12,0.008284
2017-06-13,-0.004108
2017-06-14,-0.012375
2017-06-15,0.004177
2017-06-16,-0.009507
2017-06-19,0.023395000000000003
2017-06-20,-0.008792
2017-06-21,0.051448999999999995
2017-06-22,0.02081
2017-06-23,0.019284
2017-06-26,-0.011351
2017-06-27,-0.009295
2017-06-28,-0.009382
2017-06-29,-0.016713
2017-06-30,0.012464999999999999
2017-07-03,-0.012311
2017-07-05,0.009632
2017-07-06,0.005612000000000001
2017-07-07,0.005579999999999999
2017-07-10,0.0033299999999999996
2017-07-11,0.030973
2017-07-12,0.032725
2017-07-13,0.003636
2017-07-14,0.016563
2017-07-17,0.015275
2017-07-18,0.002006
2017-07-19,0.007007
2017-07-20,0.020377999999999997
2017-07-21,-0.020457999999999997
2017-07-24,-0.00547
2017-07-25,-0.0015
2017-07-26,-0.018027
2017-07-27,-0.14125400000000002
2017-07-28,-0.005344
2017-07-31,-0.039403
2017-08-01,0.007458
2017-08-02,-0.008637
2017-08-03,0.006845
2017-08-04,0.0067989999999999995
2017-08-07,0.006753
2017-08-08,-0.015244
2017-08-09,-0.000619
2017-08-10,-0.024163999999999998
2017-08-11,0.010794
2017-08-14,0.010678
2017-08-15,-0.008701
2017-08-16,0.013166
2017-08-17,-0.017946
2017-08-18,0.007561
2017-08-21,0.0075049999999999995
2017-08-22,0.032278
2017-08-23,0.019844
2017-08-24,-0.0041270000000000005
2017-08-25,-0.01421
2017-08-28,0.007207
2017-08-29,0.009541
2017-08-30,0.0
2017-08-31,-0.001181
2017-09-01,-0.002957
2017-09-05,-0.012456
2017-09-06,0.010811
2017-09-07,0.023173
2017-09-08,0.013357
2017-09-11,0.012034
2017-09-12,0.028879000000000002
2017-09-13,0.001651
2017-09-14,0.000549
2017-09-15,-0.010983
2017-09-18,-0.022765
2017-09-19,0.009091
2017-09-20,-0.007883
2017-09-21,-0.00227
2017-09-22,0.001706
2017-09-25,-0.035775
2017-09-26,-0.022968000000000002
2017-09-27,0.0217
2017-09-28,-0.0059
2017-09-29,0.001187
2017-10-02,0.013041
2017-10-03,0.029257
2017-10-04,0.009096
2017-10-05,0.028169
2017-10-06,-0.021918000000000003
2017-10-09,-0.010084
2017-10-10,-0.014714
2017-10-11,0.01838
2017-10-12,0.040609
2017-10-13,0.009756
2017-10-16,-0.016103
2017-10-17,-0.002728
2017-10-18,-0.014223
2017-10-19,-0.007214000000000001
2017-10-20,-0.001118
2017-10-23,-0.02798
2017-10-24,-0.006908
2017-10-25,-0.006377000000000001
2017-10-26,0.18494700000000003
2017-10-27,0.067454
2017-10-30,-0.019834
2017-10-31,-0.029647
2017-11-01,-0.000485
2017-11-02,-0.043668
